num_recreated_workers,episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_faulty_episodes,num_healthy_workers,num_agent_steps_sampled,num_agent_steps_trained,num_env_steps_sampled,num_env_steps_trained,num_env_steps_sampled_this_iter,num_env_steps_trained_this_iter,timesteps_total,num_steps_trained_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,evaluation/episode_reward_max,evaluation/episode_reward_min,evaluation/episode_reward_mean,evaluation/episode_len_mean,evaluation/episodes_this_iter,evaluation/num_faulty_episodes,evaluation/num_agent_steps_sampled_this_iter,evaluation/num_env_steps_sampled_this_iter,evaluation/timesteps_this_iter,evaluation/num_healthy_workers,evaluation/num_recreated_workers,info/num_env_steps_sampled,info/num_env_steps_trained,info/num_agent_steps_sampled,info/num_agent_steps_trained,info/last_target_update_ts,info/num_target_updates,sampler_results/episode_reward_max,sampler_results/episode_reward_min,sampler_results/episode_reward_mean,sampler_results/episode_len_mean,sampler_results/episodes_this_iter,sampler_results/num_faulty_episodes,hist_stats/episode_reward,hist_stats/episode_lengths,timers/training_iteration_time_ms,timers/load_time_ms,timers/load_throughput,timers/learn_time_ms,timers/learn_throughput,timers/synch_weights_time_ms,counters/num_env_steps_sampled,counters/num_env_steps_trained,counters/num_agent_steps_sampled,counters/num_agent_steps_trained,counters/last_target_update_ts,counters/num_target_updates,perf/cpu_util_percent,perf/ram_util_percent,evaluation/hist_stats/episode_reward,evaluation/hist_stats/episode_lengths,evaluation/sampler_perf/mean_raw_obs_processing_ms,evaluation/sampler_perf/mean_inference_ms,evaluation/sampler_perf/mean_action_processing_ms,evaluation/sampler_perf/mean_env_wait_ms,evaluation/sampler_perf/mean_env_render_ms,sampler_results/hist_stats/episode_reward,sampler_results/hist_stats/episode_lengths,info/learner/default_policy/td_error,info/learner/default_policy/mean_td_error,info/learner/default_policy/num_agent_steps_trained,info/learner/default_policy/learner_stats/allreduce_latency,info/learner/default_policy/learner_stats/grad_gnorm,info/learner/default_policy/learner_stats/mean_q,info/learner/default_policy/learner_stats/min_q,info/learner/default_policy/learner_stats/max_q,info/learner/default_policy/learner_stats/cur_lr
0,nan,nan,nan,nan,0,0,0,1024,32,1024,32,1024,32,1024,32,1024,False,0,1,070f1_00000,5a642c7738a44ba484376b1082193da6,2022-10-29_22-23-58,1667107438,2.8574330806732178,2.8574330806732178,2470,ip-10-0-33-41,10.0.33.41,2.8574330806732178,0,1,2.2168126106262207,18.55998816898336,13.854104169219944,15.829539017427052,10.0,10,0,100,100,100,0,0,1024,32,1024,32,1024,1,nan,nan,nan,nan,0,0,[],[],27.909,0.158,202440.012,10.914,2932.055,0.024,1024,32,1024,32,1024,1,11.919999999999998,5.119999999999999,"[16.311732620301868, 15.875839364338969, 13.854104169219944, 14.966805415245773, 16.020674857812963, 15.438491665212833, 16.263868835943132, 15.124248548940109, 15.879636528271568, 18.55998816898336]","[10, 10, 10, 10, 10, 10, 10, 10, 10, 10]",1.4921792662969913,1.205000546899172,0.06337685160117576,0.38650012252354393,0.0,[],[],"[ -1.9712112   -2.5229483   -9.020836    -1.3891762   -3.9079754
 -24.214804    -2.1707795   -1.0585417   -2.1707795   -8.380876
  -1.3891762   -0.20081508  -2.1707795  -23.331665    -0.15089297
  -1.1728837  -21.578606    -3.520093   -26.80497     -8.380876
  -2.678624    -0.20081508  -2.0391114   -1.1032822  -33.54186
  -3.9079754  -46.959652    -0.55395097 -11.795935    -6.339784
 -38.717854   -33.54186   ]",-10.215292930603027,32.0,0.0,8.497489929199219,-0.097058966755867,-1.2422058582305908,1.3352720737457275,0.0005
0,nan,nan,nan,nan,0,0,0,2048,1056,2048,1056,1024,1024,2048,1024,2048,False,0,2,070f1_00000,5a642c7738a44ba484376b1082193da6,2022-10-29_22-23-59,1667107439,1.5859782695770264,4.443411350250244,2470,ip-10-0-33-41,10.0.33.41,4.443411350250244,0,2,2.2168126106262207,55.32586588340275,45.32552843281134,48.55406876006869,10.0,10,0,100,100,100,0,0,2048,1056,2048,1056,2048,3,nan,nan,nan,nan,0,0,[],[],34.781,0.133,240662.951,7.562,4231.608,0.021,2048,1056,2048,1056,2048,3,11.0,5.2,"[47.65134664184391, 48.892411276838985, 51.192161489651184, 46.2727007581486, 55.32586588340275, 49.85621409959616, 46.06240811675275, 46.92421840373158, 48.03783249790965, 45.32552843281134]","[10, 10, 10, 10, 10, 10, 10, 10, 10, 10]",1.4927292344582022,1.1934012322876586,0.06230553584312325,0.38104626669812547,0.0,[],[],"[-34.09269      0.6988877    1.1455097    1.0558555    1.4412342
   0.6988877    2.9665442    0.16029799   0.81430125 -19.201914
   1.3240855  -20.438902    -0.7183008    0.8077303   -0.2750399
   0.7690762   -9.158167     0.4907589  -73.25667      0.67635703
 -46.41954      1.3253946    1.5880512    1.5053757  -15.539982
   1.6624175    0.8885455    1.2179998  -19.201914    -7.458843
   1.4412342    1.5880512 ]",-6.921730041503906,32.0,0.0,0.6783602833747864,5.125420570373535,1.1706767082214355,14.804868698120117,0.0005
0,nan,nan,nan,nan,0,0,0,3072,2080,3072,2080,1024,1024,3072,1024,3072,False,0,3,070f1_00000,5a642c7738a44ba484376b1082193da6,2022-10-29_22-24-01,1667107441,1.426374912261963,5.869786262512207,2470,ip-10-0-33-41,10.0.33.41,5.869786262512207,0,3,2.2168126106262207,56.95021632475199,45.82787603680192,50.50041031841788,10.0,10,0,100,100,100,0,0,3072,2080,3072,2080,3072,5,nan,nan,nan,nan,0,0,[],[],34.858,0.135,237763.911,7.574,4224.975,0.022,3072,2080,3072,2080,3072,5,11.05,5.2,"[47.53318571145463, 48.01144348622178, 50.562463308665706, 54.589772625192076, 45.82787603680192, 50.02176294528902, 56.95021632475199, 54.24888531418122, 48.69860072254574, 48.559896709074714]","[10, 10, 10, 10, 10, 10, 10, 10, 10, 10]",1.4935672481194684,1.1980604887800754,0.06281735493099175,0.38201468331473215,0.0,[],[],"[  0.6402912   -0.9798633   -1.1883379   -3.1412344   -2.1896229
  -2.1896229   -0.06793559 -10.848106     0.6676295   -2.0360184
   0.6402912   -0.7487638    0.40048277   0.1575011   -0.72208786
  -0.7879971    0.12994134  13.544741     2.3080187   -1.0099502
  -0.44016242   0.40048277  -2.1896229   -0.4063449  -61.955154
 -61.955154     4.577107    -0.27199602  -0.27199602  -0.8723031
 -31.948147    -0.27018118]",-5.094503402709961,32.0,0.0,0.8134969472885132,10.487563133239746,0.11957931518554688,32.58038330078125,0.0005
0,nan,nan,nan,nan,0,0,0,4096,3104,4096,3104,1024,1024,4096,1024,4096,False,0,4,070f1_00000,5a642c7738a44ba484376b1082193da6,2022-10-29_22-24-02,1667107442,1.471543312072754,7.341329574584961,2470,ip-10-0-33-41,10.0.33.41,7.341329574584961,0,4,2.2168126106262207,54.15976719544453,46.455741671677096,49.70019005002062,10.0,10,0,100,100,100,0,0,4096,3104,4096,3104,4096,7,nan,nan,nan,nan,0,0,[],[],36.099,0.157,203267.799,8.09,3955.363,0.025,4096,3104,4096,3104,4096,7,14.2,5.2,"[53.57216139401362, 54.15976719544453, 47.405445131483596, 51.16874675254721, 48.08242209090679, 47.65055531162701, 48.97879166515229, 49.385479275706054, 50.142790011647975, 46.455741671677096]","[10, 10, 10, 10, 10, 10, 10, 10, 10, 10]",1.4931317279463694,1.1939615977375289,0.06286164471633417,0.3811022884530617,0.0,[],[],"[-1.2085512e+01 -9.6070347e+00 -1.0075638e+01 -7.8758812e-01
  2.6958263e-01 -2.4027944e-01  3.7661076e-02 -5.7974922e+01
 -2.1341915e+00  7.6429710e+00 -1.0075638e+01 -2.0682478e-01
  3.8169146e-01 -1.4103913e-01 -3.3382905e-01 -4.1633034e-01
 -3.3382905e-01 -3.0403786e+00  8.4624634e+00 -1.2085512e+01
  7.4528217e-01  4.4331894e+00 -9.6070347e+00  4.2792189e-01
 -1.9543052e-01 -7.8758812e-01 -2.3905647e-01 -4.3124783e-01
 -3.0277315e+01 -1.0075638e+01 -8.1013489e-01 -7.8758812e-01]",-4.698400497436523,32.0,0.0,0.9279119968414307,16.95068359375,0.770843505859375,37.797977447509766,0.0005
0,nan,nan,nan,nan,0,0,0,5120,4128,5120,4128,1024,1024,5120,1024,5120,False,0,5,070f1_00000,5a642c7738a44ba484376b1082193da6,2022-10-29_22-24-04,1667107444,1.440793752670288,8.782123327255249,2470,ip-10-0-33-41,10.0.33.41,8.782123327255249,0,5,2.2168126106262207,58.622441024582834,45.300424726738264,51.69558023932461,10.0,10,0,100,100,100,0,0,5120,4128,5120,4128,5120,9,nan,nan,nan,nan,0,0,[],[],35.187,0.135,237427.433,7.638,4189.342,0.023,5120,4128,5120,4128,5120,9,10.45,5.2,"[58.622441024582834, 56.48816198733267, 51.03352308020547, 45.300424726738264, 53.92205790728478, 50.87092433309136, 52.84858940472248, 52.41309449215923, 48.4335068482605, 47.02307858886856]","[10, 10, 10, 10, 10, 10, 10, 10, 10, 10]",1.4930651811306586,1.1906171749213974,0.06266934667042867,0.3803542512143681,0.0,[],[],"[-1.4734213e+01  6.6396217e+00 -5.8416370e+01  2.5024736e-01
  4.5907712e-01 -1.1883564e+00 -1.1176377e+01 -6.8364420e+00
 -3.1173925e+00 -5.8416370e+01 -3.5365939e-01 -6.8518639e-01
 -4.9945509e-01 -2.5659573e-01 -3.1324125e+01 -4.4183636e+00
  9.8577380e-02 -1.9156868e+01  4.6601491e+00  2.5024736e-01
  6.5621376e-02 -1.4734213e+01 -3.1324125e+01  6.5320587e-01
  4.6601491e+00  3.0394268e+01 -3.1173925e+00 -7.5030220e-01
 -8.5359802e+00 -3.1283855e-02 -8.5359802e+00 -1.6643155e-01]",-7.176385402679443,32.0,0.0,1.006410837173462,13.811208724975586,0.09969520568847656,39.83921813964844,0.0005
0,nan,nan,nan,nan,0,0,0,6144,5152,6144,5152,1024,1024,6144,1024,6144,False,0,6,070f1_00000,5a642c7738a44ba484376b1082193da6,2022-10-29_22-24-05,1667107445,1.4258534908294678,10.207976818084717,2470,ip-10-0-33-41,10.0.33.41,10.207976818084717,0,6,2.2168126106262207,56.587460104558076,46.650995963417685,50.041380674855645,10.0,10,0,100,100,100,0,0,6144,5152,6144,5152,6144,11,nan,nan,nan,nan,0,0,[],[],34.923,0.138,231969.803,7.752,4127.947,0.023,6144,5152,6144,5152,6144,11,10.55,5.2,"[50.703566947201395, 49.73493264974318, 47.92772186071116, 56.587460104558076, 46.650995963417685, 47.39679888449894, 51.32313399620865, 47.97217987376506, 50.76772311631205, 51.34929335214026]","[10, 10, 10, 10, 10, 10, 10, 10, 10, 10]",1.4909571300132105,1.1926534370257333,0.06256285999063248,0.3799408327124877,0.0,[],[],"[ 11.683489    -0.90746164  -0.03663015 -10.299339    -0.85511637
  -1.5723615   -1.3679587   -0.35579026  -0.03810561  -0.22712111
  -0.4119482   -0.987815     6.283436    -1.1210442    3.2371278
   0.22361517  -0.29104328 -31.036745    -8.398376    -2.1991444
   0.88563347  -0.40939498  -0.18959117  -0.03663015  -8.398376
  -1.3679587   16.860914    -1.1210442   -0.20716667 -17.220562
   3.5494199    9.657358  ]",-1.1461167335510254,32.0,0.0,0.7008606791496277,14.445343017578125,-0.28430986404418945,39.71731185913086,0.0005
0,nan,nan,nan,nan,0,0,0,7168,6176,7168,6176,1024,1024,7168,1024,7168,False,0,7,070f1_00000,5a642c7738a44ba484376b1082193da6,2022-10-29_22-24-07,1667107447,1.4510283470153809,11.659005165100098,2470,ip-10-0-33-41,10.0.33.41,11.659005165100098,0,7,2.2168126106262207,56.55788783898953,45.82526496888754,49.21206021153914,10.0,10,0,100,100,100,0,0,7168,6176,7168,6176,7168,13,nan,nan,nan,nan,0,0,[],[],35.367,0.139,230852.645,7.754,4127.021,0.023,7168,6176,7168,6176,7168,13,10.7,5.2,"[50.249764998177845, 45.93861820012043, 46.73166178037156, 52.63047099918747, 56.55788783898953, 45.82526496888754, 47.896107895610704, 45.95657532934578, 52.35096928824061, 47.98328081645991]","[10, 10, 10, 10, 10, 10, 10, 10, 10, 10]",1.508356671190466,1.2021146385203756,0.06290611288857018,0.3833104132245509,0.0,[],[],"[-58.899395    -0.9549581    0.54142857 -17.115963     3.4432755
  30.38266      0.3693484   -0.74051476  -0.2768469   -0.12227297
  -0.5387492   -0.595909    -0.12835419  -9.568232     0.43179905
  -6.0914288    0.06745398   1.3574142    0.43376434  -0.5933628
 -58.899395    -0.11775041  13.620468    -0.37884235  -0.2768469
  -0.5585315   -0.34234285  -0.35128796  -0.11775041   1.822084
   0.21434593 -11.626776  ]",-3.6128580570220947,32.0,0.0,0.44230374693870544,10.895181655883789,0.35295915603637695,39.47988510131836,0.0005
0,nan,nan,nan,nan,0,0,0,8192,7200,8192,7200,1024,1024,8192,1024,8192,False,0,8,070f1_00000,5a642c7738a44ba484376b1082193da6,2022-10-29_22-24-08,1667107448,1.4587512016296387,13.117756366729736,2470,ip-10-0-33-41,10.0.33.41,13.117756366729736,0,8,2.2168126106262207,55.791823326049126,46.4700331657416,50.587357195455624,10.0,10,0,100,100,100,0,0,8192,7200,8192,7200,8192,15,nan,nan,nan,nan,0,0,[],[],36.738,0.134,238906.6,7.61,4205.106,0.023,8192,7200,8192,7200,8192,15,12.566666666666668,5.2,"[48.32679176121292, 51.965111967374526, 48.73014825152877, 48.201005573147825, 51.60465650211536, 52.37195888291569, 55.791823326049126, 48.767884318762505, 46.4700331657416, 53.64415820570798]","[10, 10, 10, 10, 10, 10, 10, 10, 10, 10]",1.50686554545618,1.199916358595335,0.06284963772091526,0.38257966773786795,0.0,[],[],"[ 6.42624974e-01  2.76821852e-02  5.55327415e+00 -4.94778633e-01
 -1.94637489e+01 -3.04364681e-01  7.17362285e-01  2.95559764e-01
 -2.56583571e-01 -3.59174013e-02 -3.59174013e-02 -7.64186740e-01
 -7.64186740e-01 -1.94637489e+01  1.33708124e+01  7.14397621e+00
  1.80688763e+00  3.36828113e-01 -7.39162445e-01  9.56165791e-03
 -6.13281059e+00  2.79963722e+01 -1.37738495e+01  4.40357566e-01
 -1.58613539e+00  5.55937409e-01 -3.18850517e-01 -3.06289196e-01
  2.15459824e-01 -3.79534364e-01  2.60626602e+01 -3.79534364e-01]",0.6242424249649048,32.0,0.0,0.3270843029022217,11.083321571350098,-0.2980837821960449,37.13209915161133,0.0005
0,nan,nan,nan,nan,0,0,0,9216,8224,9216,8224,1024,1024,9216,1024,9216,False,0,9,070f1_00000,5a642c7738a44ba484376b1082193da6,2022-10-29_22-24-10,1667107450,1.4437158107757568,14.561472177505493,2470,ip-10-0-33-41,10.0.33.41,14.561472177505493,0,9,2.2168126106262207,57.37530482175367,47.079288103428965,52.66464831457832,10.0,10,0,100,100,100,0,0,9216,8224,9216,8224,9216,17,nan,nan,nan,nan,0,0,[],[],35.353,0.135,237469.441,7.623,4197.964,0.023,9216,8224,9216,8224,9216,17,10.7,5.2,"[56.9526084040035, 51.031387842319475, 53.413719883568845, 49.50304493953303, 47.74560798308819, 53.806354609524625, 57.37530482175367, 54.43695555712943, 47.079288103428965, 55.302211001433484]","[10, 10, 10, 10, 10, 10, 10, 10, 10, 10]",1.5072290693615435,1.1995770161212747,0.06297425874462402,0.38288885956996027,0.0,[],[],"[-4.3107033e-01  3.2672930e-01 -3.1173395e+01 -1.8976038e+01
 -1.7434239e-02 -1.2399830e+01  3.1375051e-02  1.3644083e+01
  1.6649175e-01  1.3644083e+01  4.3087578e-01  5.9096265e-01
  1.0081029e-01 -1.3614384e+01 -2.5904632e+00  2.4654919e+01
 -6.4617386e+00  3.5328789e+00  2.7159966e+01  7.0705557e-01
 -3.5065079e-01 -9.1762686e-01  6.5686381e-01  2.6164973e-01
 -1.0123134e-01 -9.1762686e-01  3.1375051e-02 -2.6939178e-01
 -6.2549114e-02 -3.5065079e-01 -1.2399830e+01 -1.4259624e+00]",-0.5162423849105835,32.0,0.0,0.4210457503795624,13.9366455078125,0.8780231475830078,35.85841751098633,0.0005
0,nan,nan,nan,nan,0,0,0,10240,9248,10240,9248,1024,1024,10240,1024,10240,False,0,10,070f1_00000,5a642c7738a44ba484376b1082193da6,2022-10-29_22-24-11,1667107451,1.474377155303955,16.03584933280945,2470,ip-10-0-33-41,10.0.33.41,16.03584933280945,0,10,2.2168126106262207,56.94020812385198,46.00335989811556,53.01956673410526,10.0,10,0,100,100,100,0,0,10240,9248,10240,9248,10240,19,nan,nan,nan,nan,0,0,[],[],36.346,0.141,227141.188,7.614,4202.709,0.022,10240,9248,10240,9248,10240,19,12.75,5.2,"[54.94513577471973, 51.02571579053342, 46.00335989811556, 53.44749250243671, 48.28055844745801, 56.0325582175959, 55.80287768608239, 55.654098748056654, 52.06366215220232, 56.94020812385198]","[10, 10, 10, 10, 10, 10, 10, 10, 10, 10]",1.5065017399135292,1.1992656982147492,0.06291439959576559,0.38292000701020174,0.0,[],[],"[-3.1407967e+01  1.3998108e+00  1.3081946e+00 -6.1051846e-03
 -4.9526691e-02  3.0708730e-01  9.4725199e+00 -2.4618649e-01
  1.8490171e-01 -1.4055752e+01  9.4481468e-02 -6.1047115e+01
 -2.0783741e+01  7.4889183e-02 -2.0783741e+01 -9.6376181e-01
  3.0431259e-01  9.4725199e+00 -1.6869316e+00  3.9875031e-02
  7.1154690e+00 -6.1051846e-03  1.3081946e+00  5.7063258e-01
 -2.0227753e+01 -2.0783741e+01 -1.4253197e+00 -2.5207686e-01
 -3.1407967e+01  3.0713177e-01  3.6701453e-01  1.3081946e+00]",-5.984329700469971,32.0,0.0,0.47378814220428467,12.890019416809082,0.32428979873657227,37.02132034301758,0.0005
